corpus,food,adulterant_or_substitute,specific_candidate,triplet_rows,distinct_sources,mean_confidence,median_confidence,minimum_confidence,maximum_confidence,confidence_weighted_source_support,rows_confidence_ge_0_80,rows_confidence_ge_0_90,surface_forms,example_source_id,example_url,example_evidence
News,fast foods,harmful colours,True,2,1,0.85,0.85,0.85,0.85,0.85,2,0,harmful colours (2),oil-8e608e3e78d2461b,https://timesofindia.indiatimes.com/city/bhubaneswar/bemc-food-safety-officials-raid-outlets-selling-adulterated-food/articleshow/124123078.cms,found some of them mixed harmful colours in the food
News,feed,toxins,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,toxins (1),milk-e904678556b70508,https://www.sentinelassam.com/more-news/editorial/sustaining-assams-dairy-growth,over 90% of Indian feed samples are contaminated with toxins
News,fermented foods,toxins,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,toxins (1),milk-c720835299992065,https://www.theweek.in/news/health/2026/05/05/why-fermented-foods-need-extra-caution-during-summer.html,generation of various toxins within these foods
News,fish,chemical,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chemical (1),milk-94a3d2a17910e92d,https://www.thehindu.com/news/national/kerala/food-safety-raids-continue-in-state/article65411555.ece,chemical-laden fish
News,food,microplastics,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,microplastics (1),milk-bc86bdbbc888626c,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/longevity-enthusiast-bryan-johnson-got-rid-of-85-of-microplastics-from-his-semen-heres-how-he-did-it/articleshow/124928129.cms,ingested through contaminated food
News,food grains,cadmium,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,cadmium (1),milk-d9a15dba48b54413,https://timesofindia.indiatimes.com/city/patna/indore-tragedy-highlights-bihars-alarming-water-contamination-crisis-30000-rural-wards-exposed-to-unsafe-drinking-water/articleshow/126464374.cms,"traces of these toxic elements have been detected not just in water, but also in food grains"
News,food grains,lead,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,lead (1),milk-d9a15dba48b54413,https://timesofindia.indiatimes.com/city/patna/indore-tragedy-highlights-bihars-alarming-water-contamination-crisis-30000-rural-wards-exposed-to-unsafe-drinking-water/articleshow/126464374.cms,"traces of these toxic elements have been detected not just in water, but also in food grains"
News,food grains,uranium,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,uranium (1),milk-d9a15dba48b54413,https://timesofindia.indiatimes.com/city/patna/indore-tragedy-highlights-bihars-alarming-water-contamination-crisis-30000-rural-wards-exposed-to-unsafe-drinking-water/articleshow/126464374.cms,"traces of these toxic elements have been detected not just in water, but also in food grains"
News,food items,artificial colors,True,2,1,0.85,0.85,0.85,0.85,0.85,2,0,artificial colors (2),oil-8c664dba9516ee5f,https://www.thehansindia.com/telangana/adulterated-food-threatens-public-health-in-gadwal-district-inspections-reduced-to-a-formality-966491,liberal use of artificial colors in food items
News,food left at room temperature,bacteria,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,bacteria (1),milk-a1e41f5d4c29d0ad,https://www.thehindu.com/brandhub/food-poisoning-in-children/article38049892.ece,Food left at room temperature for a long period may contain bacteria
News,fried items,artificial food colours,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,artificial food colours (1),oil-ec2473501807a95f,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/aug/28/notice-served-on-85-eateries-for-violating-food-safety-laws-2350724.html,Many also use artificial food colours in their products
News,fried items,trans fat,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,trans-fat (1),3c89f375-80cf-488a-a60f-6fc88846ceff,https://www.financialexpress.com/lifestyle/lifestyle-and-health-benefits-of-trans-fat-free-vanaspati-and-how-it-is-going-to-impact-the-market/2609701/,Processed foods and a lot of fried items have trans-fats in them.
News,fruit cake,rotten eggs,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,rotten eggs (1),e2029e40-f270-4b59-bcee-e46b007c5266,https://www.hindustantimes.com/cities/chandigarh-news/ludhiana15quintal-adulterated-paneer-destroyed-101728752710417.html,making fruit cake with rotten eggs
News,fruits and vegetables,harmful chemicals,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,harmful chemicals (1),milk-af1ce0c3ea9cfd70,https://www.sentinelassam.com/editorial/food-safety-enforcement-and-awareness-652715,harmful chemicals in artificially ripened fruits and vegetables
News,garlic,heavy metals,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,heavy metals (1),40ab817e-11a0-4a57-8dcd-e13fef2fbad1,https://www.newindianexpress.com/cities/bengaluru/2024/Oct/05/karnataka-food-safety-dept-to-test-garlic-sweet-samples,potential contamination with pesticides and heavy metals
News,ginger garlic paste,adulterant,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,adulterant (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,adulterated ginger-garlic pastes
News,ginger garlic paste,adulterated ginger garlic paste,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,adulterated ginger-garlic paste (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,manufacturing adulterated ginger-garlic paste
News,ginger garlic paste,artificial colours,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,artificial colours (1),0109eea0-3adc-4177-a6f7-e3bc31bf237d,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,ginger-garlic paste is often bulked up with starch such as maida or cornflour. “It may also contain artificial colours
News,ginger garlic paste,chemicals,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chemicals (1),0a337383-9fe4-402d-b797-346257ae1c69,https://www.thehansindia.com/news/cities/hyderabad/ghmc-raids-amberpet-dairy-unit-seizes-2500-kg-of-adulterated-curd-1056422,chemically-treated ginger-garlic paste
News,ginger garlic paste,cornflour,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,cornflour (1),0109eea0-3adc-4177-a6f7-e3bc31bf237d,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,ginger-garlic paste is often bulked up with starch such as maida or cornflour
News,ginger garlic paste,maida,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,maida (1),0109eea0-3adc-4177-a6f7-e3bc31bf237d,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,ginger-garlic paste is often bulked up with starch such as maida
News,gobi manchurian,unapproved colours,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,unapproved colours (1),milk-27e4da543cad4a03,https://www.thehindu.com/news/national/tamil-nadu/in-food-we-trust-laying-out-health-and-hygiene-norms/article67548866.ece,Using unapproved colours in dishes such as gobi manchurian
News,golgappas,water,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,water-borne bacteria (1),milk-c8fb0b31578650eb,https://economictimes.indiatimes.com/news/web-stories/9-foods-to-avoid-during-the-monsoon-season-for-better-health/slideshow/123281531.cms,golgappas sold by street vendors may carry water-borne bacteria
News,grains,aflatoxins,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,aflatoxins (1),milk-3812e38befd121be,https://indianexpress.com/article/health-wellness/packaged-foods-children-diets-practices-meal-plans-10756755/,"Poorly stored grains, nuts and spices may develop moulds that produce aflatoxins"
News,ground spices,sand,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,sand (1),oil-e3fbe637ba51632f,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Ground spices can be mixed with sand, starch, or even toxic substances like lead"
News,ground spices,starch,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,starch (1),oil-e3fbe637ba51632f,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Ground spices can be mixed with sand, starch, or even toxic substances like lead"
News,honey,advanced syrups,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,advanced syrups (1),milk-276ea065de599828,https://timesofindia.indiatimes.com/city/nagpur/experts-sound-note-of-caution-as-fda-finds-52-of-86-honey-samples-adulterated/articleshow/85336798.cms,Advanced syrups that beat C3 and C4 tests
News,honey,artificial sweeteners,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,artificial sweeteners (1),oil-fc21a9bc97273c82,https://thelogicalindian.com/up-fssai-seizes-15000-kg-suspected-adulterated-honey-worth-%E2%82%B922-lakhs-in-hapur-crackdown-operation/,or other artificial sweeteners
News,honey,glucose,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,glucose (1),milk-fe1e3cc4f8fe0fc2,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Detection of sugar or glucose
News,honey,sugar syrup,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,sugar syrup (1),milk-8a55933f0d5da63a,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,honey blended with sugar syrup
News,honey,sugar syrups,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,sugar syrups (1),oil-fc21a9bc97273c82,https://thelogicalindian.com/up-fssai-seizes-15000-kg-suspected-adulterated-honey-worth-%E2%82%B922-lakhs-in-hapur-crackdown-operation/,"honey, often mixed with sugar syrups"
News,hot dishes,spoiled food items,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,spoiled food items (1),75e99df1-dce6-413d-a04b-ef5e325f770b,https://www.thehansindia.com/telangana/karimnagar-adulterated-food-a-major-concern-882194,making hot dishes with spoiled and stored food items
News,hydrogenated oils,trans fatty acids,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,trans-fatty acids (1),oil-585551231788949f,https://www.livemint.com/news/india/fssais-2-week-long-campaign-to-check-adulteration-to-last-till-14-august-11659500215404.html,presence of trans-fatty acids in hydrogenated oils
News,ice candies,chemicals,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chemicals (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,using chemicals and unsafe ingredients
News,ice candies,unsafe ingredients,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,unsafe ingredients (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,"manufacturing and supplying ice candies and lassi in highly unhygienic conditions, allegedly using chemicals and unsafe ingredients"
News,ice cream,e coli,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,E. coli (1),milk-893e648483b23dfc,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/st-louis-county-e-coli-outbreak-lettuce-tests-negative-investigation-continues/articleshow/115606666.cms,"foods made from them, like cheese or ice cream"
News,jam,artificial colours,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,artificial colours (1),milk-fca1e8bff23d9130,https://timesofindia.indiatimes.com/city/ranchi/building-a-healthy-platter/articleshow/121853891.cms,mix of artificial colours
News,juice,e coli,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,E. coli (1),milk-893e648483b23dfc,https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/st-louis-county-e-coli-outbreak-lettuce-tests-negative-investigation-continues/articleshow/115606666.cms,"Drinking unpasteurized beverages: This includes milk, cider or juice"
News,juice,human waste,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,human waste (1),3401730f-3850-4c7d-884f-dcdb1d086c42,https://www.freepressjournal.in/india/up-government-mandates-nameplates-at-food-shops-enforces-stricter-food-safety-regulations,"juice, lentils, and bread being contaminated with human waste"
News,kera haritham,fake fssai numbers,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,fake FSSAI numbers (1),oil-8e1bcc090b3c0db2,https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,packed with fake FSSAI numbers and addresses for sale
News,kera surya,fake fssai numbers,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,fake FSSAI numbers (1),oil-8e1bcc090b3c0db2,https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,packed with fake FSSAI numbers
News,khowa,industrial colour,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,industrial colour (1),oil-e2bea691c8c4e11b,https://timesofindia.indiatimes.com/city/ranchi/ahead-of-diwali-crackdown-on-adulterated-food-items-in-city/articleshow/124610900.cms,milk-based food products such as khowa... for industrial colour
News,laddu,arrowroot,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,arrowroot (1),oil-60c6a3c70ab36f9b,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,adding arrowroot to maida as a binding agent
News,laddu,artificial fragrance,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,artificial fragrance (1),oil-60c6a3c70ab36f9b,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
News,laddu,chemical additives,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chemical additives (1),abb94f1c-6bf3-442d-9749-eacc170b025c,https://www.newkerala.com/news/o/laddu-adulteration-case-sit-arrests-tirumala-temple-official-593,"nearly 40 per cent were found to contain palm oil, palm kernel oil, and other chemical additives"
News,laddu,ghee,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,ghee (1),32bc8e29-1313-4d9b-86ff-8c3bb665f057,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-cbi-led-sit-team-reaches-tirupati-to-probe-into-tirumala-laddu-ghee-adulteration-case/articleshow/115571347.cms,laddu-ghee adulteration case
News,laddu,low grade oil,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,low-grade oil (1),oil-60c6a3c70ab36f9b,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
News,laddu,spurious colour,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,spurious colour (1),oil-60c6a3c70ab36f9b,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,"using spurious colour, artificial fragrance and low-grade oil"
News,laddu prasadam,fake ghee,True,2,1,0.85,0.85,0.85,0.85,0.85,2,0,fake ghee (2),64902247-dbff-448d-987f-c89ac2e30538,https://www.deccanchronicle.com/southern-states/andhra-pradesh/cbi-sit-probe-shows-no-milk-used-in-making-ghee-for-tirumala-prasadam-deputy-cm-1939590,200 million laddus were allegedly prepared using the so-called fake ghee
News,laddus,palm oil family,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,palm oil (1),432f2c6e-3092-44cd-bf1b-54249b31ad6b,https://www.deccanchronicle.com/southern-states/andhra-pradesh/pawan-kalyan-finance-minister-madhav-say-no-cbi-clean-chit-in-tirumala-ghee-case-1935295,ghee containing palm oil
News,lassi,chemicals,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chemicals (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,using chemicals and unsafe ingredients
News,lassi,unsafe ingredients,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,unsafe ingredients (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,using chemicals and unsafe ingredients
News,leafy greens,e coli,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,E. coli (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"contaminated with E. coli, Listeria, or Salmonella"
News,leafy greens,listeria,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Listeria (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"keeping leafy greens in the refrigerator for long periods of time is not ideal. Same goes with pre-cut fruits and vegetables. This is because they can be contaminated with E. coli, Listeria, or Salmonella from improper handling and washing."
News,leafy greens,salmonella,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Salmonella (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"keeping leafy greens in the refrigerator for long periods of time is not ideal. Same goes with pre-cut fruits and vegetables. This is because they can be contaminated with E. coli, Listeria, or Salmonella from improper handling and washing."
News,lettuce,nanoplastics,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,nanoplastics (1),milk-5fffa5696a978146,http://www.newindianexpress.com/magazine/2023/aug/13/you-are-always-eating-plastic-and-now-drowning-in-it-2604005.html,leafy vegetables such as lettuce and cabbage don't have that many nanoplastics
News,maida,arrowroot,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,arrowroot (1),oil-60c6a3c70ab36f9b,https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,adding arrowroot to maida as a binding agent
News,mango,ethylene like spray,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,ethylene-like spray (1),c1930abb-88ca-4799-a8ad-d08098bc4057,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,alleged use of ethylene-like sprays to hasten mango ripening
News,mango pulp,liquid saffron colour solution,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,liquid saffron colour solution (1),milk-fa08675da1416b47,https://www.mid-day.com/news/india-news/article/over-3-8-tonnes-of-fake-mango-pulp-seized-destroyed-in-pune-crackdown-probe-traces-supply-chain-to-khed-23625757,Liquid saffron colour solution
News,mango pulp,various adulterating substances,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,various adulterating substances (1),milk-49df82139669b26a,https://timesofindia.indiatimes.com/city/pune/pune-fda-seizes-over-3800kg-of-adulterated-mango-pulp/articleshow/130152672.cms,the unit was producing mango pulp using unauthorised food colors and various adulterating substances
News,mangoes,unauthorised chemical sprays,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,unauthorised chemical sprays (1),c1930abb-88ca-4799-a8ad-d08098bc4057,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html,suspected to have been artificially ripened using unauthorised chemical sprays
News,masala powder,duplicate masala powder,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Duplicate masala powder (1),oil-31f32b1a2b09c5cf,https://www.thehansindia.com/news/cities/hyderabad/hyderabad-beware-fake-surf-excel-harpic-brookbond-tea-flooding-markets-860844,spurious Masala powder on the brand name of Everest
News,mashed sweet potatoes,lead,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,lead (1),milk-29425e997318adaa,https://economictimes.indiatimes.com/magazines/panache/how-do-toxic-substances-like-lead-end-up-in-baby-food/articleshow/97399836.cms,keep high levels of lead out of baby foods like mashed sweet potatoes
News,mcdonald s kedgaon branch products,cheese analogues,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,cheese analogues (1),oil-c6483424325e56e7,https://timesofindia.indiatimes.com/india/fast-food-giant-replacing-cheese-with-cheaper-vegetable-oil-maharashtra-fda/articleshow/107923964.cms,discovering at least eight items contained cheese analogues
News,mdh,ethylene oxide,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,ethylene oxide (1),oil-b3f4745b17c73ffb,https://indianexpress.com/article/lifestyle/food-wine/indians-mustard-oil-spices-banned-us-west-why-9378439/,"Everest masala and MDH, popular spice brands, have also been under scrutiny these past few months. Following bans in EU, Singapore and Hong Kong, Nepal also recently joined the list by prohibiting the consumption and sale of these popular Indian brands due to potential contamination with ethylene oxide, a carcinogen."
News,meat,plastic,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,plastic (1),milk-39bc1a13a79ae513,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/08/collective-efforts-needed-in-the-battle-against-plastic,ingestion of plastics by cows also contaminates milk and meat
News,meat,plastic waste,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,plastic waste (1),milk-39bc1a13a79ae513,https://www.newindianexpress.com/states/tamil-nadu/2025/Feb/08/collective-efforts-needed-in-the-battle-against-plastic,ingestion of plastics by cows also contaminates milk and meat
News,medicinal syrups,diethylene glycol,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,diethylene glycol (1),milk-b006729520a914df,https://www.sentinelassam.com/topheadlines/rapid-low-cost-tests-can-help-prevent-child-deaths-from-contaminated-syrups,Rapid screening of ethylene glycol and diethylene glycol in raw materials and medicinal syrups
News,medicinal syrups,ethylene glycol,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,ethylene glycol (1),milk-b006729520a914df,https://www.sentinelassam.com/topheadlines/rapid-low-cost-tests-can-help-prevent-child-deaths-from-contaminated-syrups,Rapid screening of ethylene glycol and diethylene glycol in raw materials and medicinal syrups
News,mithai,chocolate,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,chocolate (1),milk-7f06f9f86273b653,https://www.tribuneindia.com/news/features/choc-o-bloc-indian-chocolatiers-up-their-game-as-foreign-brands-make-a-killing-594169,Premium quality chocolate has already emerged as the clear-cut substitute for mithai
News,mithai,detergent,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,detergent (1),8fcb1e84-8d80-460e-9841-c493a76496f1,https://thebetterindia.com/festivals/how-to-check-fake-mithai-at-home-safe-diwali-10563661,vendors add detergent to sweets
News,mithais,synthetic dyes,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,synthetic dyes (1),milk-23a41dc5e4dfc0cc,https://indianexpress.com/article/lifestyle/health-specials/which-navratri-mithai-wont-give-me-stomach-infection-8174434/,contain synthetic dyes
News,namkeen,sunset yellow,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Sunset yellow (1),oil-825d58fdbb007f4f,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,items were termed unsafe as they had used synthetic colours like sunset yellow
News,oil,sub standard raw material,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,sub-standard raw material (1),23a5dd2a-a53c-44b8-8b86-37e04d4cf1ee,https://www.thehindu.com/news/cities/Visakhapatnam/ghee-oil-manufacturing-units-in-city-raided/article34259509.ece,traders were preparing ghee and oil with sub-standard raw material
News,olive oil,rapeseed oil,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,rapeseed oil (1),oil-d902d8170910e87f,https://www.hindustantimes.com/lifestyle/brunch/rude-food-by-vir-sanghvi-slipping-through-our-fingers-101718300669252.html,mixed with cheaper oil (such as rapeseed)
News,olive oil,soybean oil,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,soybean oil (1),oil-e3fbe637ba51632f,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Cheaper oils like sunflower, soybean, or palm oil are sometimes blended with olive oil"
News,olive oil,sunflower oil,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,sunflower oil (1),oil-e3fbe637ba51632f,https://zeenews.india.com/health/10-common-foods-that-might-be-deceiving-you-2828611,"Cheaper oils like sunflower, soybean, or palm oil are sometimes blended with olive oil"
News,osmania biscuits,harmful chemicals,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,harmful chemicals (1),848d2056-4c85-4c86-9730-15f585f6e511,https://www.hindustantimes.com/cities/others/from-adulterated-ginger-garlic-paste-to-osmania-biscuits-t-gana-cracksdown-on-illegal-food-units-101775038432096.html,"preparing mixture, namkeen, chikkis, and Osmania biscuits without adhering to food safety standards, using harmful chemicals"
News,osmania biscuits,unspecified adulterant,False,1,1,0.85,0.85,0.85,0.85,0.85,1,0,unspecified adulterant (1),ea51c75b-4b85-48fb-bbb7-8fde23c110aa,https://www.thehansindia.com/telangana/hyderabad-turning-into-capital-of-adulterated-food-1063581,famous Hyderabadi Osmania biscuits... insulated from adulteration
News,packaged drinking water,contaminant,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,contaminant (1),oil-252ca4ae4abd0e64,https://www.sentinelassam.com/north-east-india-news/assam-news/adulterated-food-items-detected-in-kokrajhar-fto-warns-adulterators-562793,detected some contaminated packaged water
News,pakoras,water,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,water-borne bacteria (1),milk-c8fb0b31578650eb,https://economictimes.indiatimes.com/news/web-stories/9-foods-to-avoid-during-the-monsoon-season-for-better-health/slideshow/123281531.cms,pakoras... may carry water-borne bacteria
News,pickles,excess preservatives,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,excess preservatives (1),milk-71b4c09b2facdd5c,https://www.deccanchronicle.com/southern-states/telangana/crackdown-reveals-dirty-underbelly-of-citys-food-businesses-1948147,"Pickles – 2 – 9 tonnes – Unhygienic preparation, excess preservatives"
News,pickles,rotten and spoilt vegetables,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,rotten and spoilt vegetables (1),milk-9f3c92cb4b852877,https://indianexpress.com/article/explained/hyderabad-police-h-fast-food-adulteration-team-10595262/,pickles being prepared using rotten and spoilt vegetables
News,powdered infant formula,enterococcus faecium,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Enterococcus faecium (1),milk-41fa8a1322cd24cd,https://www.deccanherald.com/health/explained-why-this-ngo-urged-centre-to-alert-parents-on-formula-milk-4012521,Enterococcus faecium (a bacteria usually found in human intestines but can cause serious infections)
News,powdered infant formula,harmful pathogens,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,harmful pathogens (1),milk-41fa8a1322cd24cd,https://www.deccanherald.com/health/explained-why-this-ngo-urged-centre-to-alert-parents-on-formula-milk-4012521,"powdered formula feed may not be completely sterile, exposing babies to harmful pathogens"
News,pre cut fruits,e coli,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,E. coli (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"contaminated with E. coli, Listeria, or Salmonella"
News,pre cut fruits,listeria,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Listeria (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"contaminated with E. coli, Listeria, or Salmonella"
News,pre cut fruits,salmonella,True,1,1,0.85,0.85,0.85,0.85,0.85,1,0,Salmonella (1),milk-cedad8e0d59827f2,https://timesofindia.indiatimes.com/life-style/food-news/most-dangerous-foods-in-your-refrigerator/articleshow/118463650.cms,"contaminated with E. coli, Listeria, or Salmonella"
