corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
News,Milk,iodine solution test,producesindicator,blue color change,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"If the mixture turns blue, starch is present"
News,Milk,sensory touch test,producesindicator,grainy or sticky feel,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,adulterated versions feel grainy or sticky
News,Milk,sensory touch test,producesindicator,grainy or sticky texture,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,adulterated versions feel grainy or sticky
News,Milk,detergent,detectedby,sensory smell test,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,if khoya emits a soapy smell ... it may be contaminated with detergent
News,Milk,sensory smell test,producesindicator,soapy smell,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,if khoya emits a soapy smell
News,Milk,water lather test,producesindicator,lathering,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,lathers when mixed with warm water
News,Milk,detergent,detectedby,foam test,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,"If foam appears like soap suds, detergent may be present"
News,Milk,urea,detectedby,bromothymol blue test,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/fake-mithai-alert-how-to-test-your-diwali-sweets-at-home-for-safety/articleshow/124693105.cms,Urea can be detected by adding a few drops of bromothymol blue
News,Milk,toxicology tests,isperformedon,"milk, cattle feed, and water",1,1,0.9,https://www.livemint.com/news/india/andhra-pradesh-milk-adulteration-case-16-dead-dairys-milk-supply-suspended-what-did-preliminary-inquiry-reveal-11774172786384.html,"collected additional samples of milk, cattle feed, and water for toxicology tests"
News,Milk,analysis of food samples,isperformedat,lab,1,1,0.85,https://www.hindustantimes.com/cities/pune-news/fda-seizes-food-samples-worth-10-35-lakhs-101729276408292.html,15 food samples have been sent to a lab for analysis
News,Milk,unsafe vegetable samples,identifies,pesticide residues,1,1,0.9,https://assamtribune.com/assam/whats-on-your-plate-assam-battles-surge-in-unsafe-foods-as-experts-sound-alarm-1575052,41 were found to be unsafe due to pesticide levels
News,Milk,milk,inputto,sweets production,1,1,0.85,https://indianexpress.com/article/opinion/columns/milk-production-india-dairy-sector-farmers-milk-price-7401583/,bulk of the raw milk is used for producing sweets
News,Milk,recombined milk,outputof,recombination of milk powder and butter,1,1,0.9,https://indianexpress.com/article/opinion/columns/milk-production-india-dairy-sector-farmers-milk-price-7401583/,These could be recombined in the lean season to ensure a year-round even supply of milk
News,Milk,Forensic analysis of seized samples,isperformedon,seized samples,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/illegal-dairy-unit-sealed-after-fatal-milk-adulteration-incident-1051609,Forensic analysis of seized samples is underway
News,Milk,Forensic analysis of seized samples,isperformedas,Forensic analysis of seized samples,1,1,0.85,https://www.thehansindia.com/andhra-pradesh/illegal-dairy-unit-sealed-after-fatal-milk-adulteration-incident-1051609,Forensic analysis of seized samples is underway
News,Milk,caustic soda,detectedby,laboratory test,1,1,0.85,https://timesofindia.indiatimes.com/city/ranchi/nhrc-seeks-report-over-spurious-milk/articleshow/96696602.cms,testing of refined and caustic soda is done in the lab
News,Milk,laboratory analysis,isperformedon,samples,1,1,0.85,https://www.thehindu.com/news/national/kerala/juice-shops-under-scanner-in-food-safety-raids/article65405056.ece,eight samples were collected for laboratory analysis
News,Milk,finding of arsenic in Kamalkant Shah's blood,identifies,arsenic,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/husband-killer-her-lover-murdered-mom-in-law-too-in-mumbai/articleshow/96013832.cms,arsenic and thallium levels found in his blood
News,Milk,finding of thallium in Kamalkant Shah's blood,identifies,thallium,1,1,0.95,https://timesofindia.indiatimes.com/city/mumbai/husband-killer-her-lover-murdered-mom-in-law-too-in-mumbai/articleshow/96013832.cms,arsenic and thallium levels found in his blood
News,Milk,adulteration testing,requireskit,adulteration testing kits,1,1,0.85,https://www.thehansindia.com/karnataka/over-3000-adulterated-milk-samples-detected-across-state-in-one-year-1056529,adulteration testing kits have been distributed to all primary milk producer cooperative societies
News,Milk,ETO,detectedby,FSSAI sampling,1,1,0.8,https://www.thehindu.com/sci-tech/health/why-are-indian-spices-facing-the-heat-explained/article68133297.ece,test for the presence of ETO
News,Milk,skimmed milk powder,outputof,Padalur milk powder plant,1,1,0.9,https://www.thehindu.com/news/cities/Tiruchirapalli/150-crore-modern-milk-powder-plant-coming-up-at-padalur/article68927798.ece,machinery required for skimmed milk powder manufacture
News,Milk,milk,inputto,Padalur milk powder plant,1,1,0.9,https://www.thehindu.com/news/cities/Tiruchirapalli/150-crore-modern-milk-powder-plant-coming-up-at-padalur/article68927798.ece,surplus milk would be converted into milk powder and other milk products at the plant
News,Milk,testing,isperformedon,blood samples,1,1,0.85,https://www.hindustantimes.com/india-news/toll-from-adulterated-milk-in-andhra-pradesh-s-east-godavari-district-rises-to-6-101771989183570.html,Blood samples from 315 individuals have been collected and sent for testing
News,Milk,ethylene glycol,detectedby,forensic tests,1,1,0.9,https://www.news18.com/cities/hyderabad-news/sweet-death-why-ethylene-glycol-an-antifreeze-chemical-is-lurking-in-andhras-milk-ws-l-9991605.html,The adulteration of ethylene glycol in milk is very difficult to detect without forensic tests
News,Milk,Rajahmundry acute kidney failure cases,identifies,glycol,1,1,0.85,https://timesofindia.indiatimes.com/city/vijayawada/milk-contamination-case-toll-rises-to-five-in-rajamahendravaram-accused-vendor-arrested/articleshow/128759697.cms,glycol from the freezer used to store milk had leaked and contaminated the milk
News,Milk,Laboratory analysis,isperformedon,milk samples,1,1,0.85,https://uttarbangasambad.com/adulterated-milk-deaths-andhra-pradesh-adulterated-milk-tragedy-13-dead-east-godavari/,নমুনা সংগ্রহ করে ল্যাবরেটরিতে পাঠানো হয়েছে
News,Milk,Laboratory analysis,isperformedon,paneer sample,1,1,0.85,https://uttarbangasambad.com/adulterated-milk-deaths-andhra-pradesh-adulterated-milk-tragedy-13-dead-east-godavari/,"পনির, ঘি এবং ভিনিগারের নমুনা সংগ্রহ করে ল্যাবরেটরিতে পাঠানো হয়েছে"
News,Milk,forensic tests,isperformedat,Regional Forensic Laboratory in Vijayawada,1,1,0.95,https://www.thenewsminute.com/andhra-pradesh/ap-milk-contamination-death-toll-rises-to-10-toxic-antifreeze-presence-confirmed,report from the Regional Forensic Laboratory in Vijayawada
News,Milk,Laboratory Analysis,isperformedon,samples of the suspected food items,1,1,0.9,https://www.hindustantimes.com/cities/pune-news/fda-seize-suspected-adulterated-food-items-worth-14-35-lakh-101726859521928.html,samples of the suspected food items are sent to the laboratory for analysis
News,Milk,milk analysis,isperformedat,laboratory in Hyderabad,1,1,0.9,https://www.news18.com/agency-feeds/andhra-milk-adulteration-govt-announces-rs-10-lakh-ex-gratia-for-deceased-9924813.html,sent milk and curd samples to laboratories in Hyderabad
News,Milk,heating and rubbing on finger,producesindicator,feels very thick,1,1,0.85,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,"If it feels very thick, adulteration is likely"
News,Milk,maltodextrin,detectedby,iodine test,1,1,0.9,https://www.deccanchronicle.com/southern-states/andhra-pradesh/vigil-intensifies-amid-adulterated-milk-scare-in-tirupati-chittoor-districts-1939653,A dark red colour may indicate maltodextrin
News,Milk,dissolving salt in water,producesindicator,cloudy water or sediments,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"if it is cloudy or has sediments, the salt is adulterated"
News,Milk,potato and lemon juice test,producesindicator,potato turns blue,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"If the potato turns blue, the salt is adulterated"
News,Milk,tilted surface flow test,producesindicator,flows immediately,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,adulterated milk will flow immediately
News,Milk,shake and lather test,producesindicator,foams a lot,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,adulterated milk will foam a lot
News,Milk,starch,detectedby,iodine test on boiled milk,1,1,0.85,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,add iodine. A blue colour indicates starch
News,Milk,iodine test on boiled milk,producesindicator,blue colour,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,A blue colour indicates starch
News,Milk,warm water dissolution test,producesindicator,honey dissolves,1,1,0.85,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"If the honey dissolves, it may indicate adulteration"
News,Milk,tamarind seed powder,detectedby,water floatation test,1,1,0.85,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,add the coffee powder to water and observe if it floats or sinks
News,Milk,water floatation test,producesindicator,coffee sinks,1,1,0.85,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,adulterated coffee would sink in the water
News,Milk,Malachite Green,detectedby,liquid paraffin cotton test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,rubbing or dabbing on the outer green surface of a small part of the vegetable with a cotton soaked in liquid paraffin
News,Milk,liquid paraffin cotton test,producesindicator,cotton turns green,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"If the cotton turns green, chances are that the vegetable is adulterated"
News,Milk,plastic,detectedby,water float test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,If the rice floats when put in a glass of water
News,Milk,plastic,detectedby,burn smell test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,If the rice smells like plastic when burnt
News,Milk,plastic,detectedby,hot oil melt test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,If the rice melts and sticks together when put in a pan of hot oil
News,Milk,starch,detectedby,iodine test,1,1,0.95,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"If the ghee turns purple or blue, it indicates the presence of starch"
News,Milk,vanaspati,detectedby,hydrochloric acid sugar test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,presence of vanaspati will create an acidic lower crimson colour layer
News,Milk,artificial colouring,detectedby,cold water test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,If redish orange shades of streak are appearing in the cold water
News,Milk,chalk powder,detectedby,diluted HCl test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"To detect chalk powder and washing soda in ice cream, take a small amount of ice cream in a test tube and add a few drops of diluted HCl. Brisk effervescence or bubbles indicate the presence of chalk powder or washing soda."
News,Milk,washing soda,detectedby,diluted HCl test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,take a small amount of ice cream in a test tube and add a few drops of diluted HCl. Brisk effervescence or bubbles indicate the presence of chalk powder or washing soda.
News,Milk,diluted HCl test,producesindicator,brisk effervescence,1,1,0.95,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Brisk effervescence or bubbles indicate the presence of chalk powder
News,Milk,argemone seeds,detectedby,visual examination,1,1,0.95,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Argemone seeds in mustard can be easily identified through a visual examination itself
News,Milk,visual examination,producesindicator,white interior,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,argemone seeds are white on the inside
News,Milk,visual examination,producesindicator,rough surface,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,rough and grainy surface of argemone seeds
News,Milk,excess bran,detectedby,water float test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Sprinkle a spoon of wheat flour on the surface of water
News,Milk,turmeric,detectedby,lime test,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Sprinkle a small amount of soaked lime on the rice grains
News,Milk,lime test,producesindicator,red colour,1,1,0.95,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Adulterated grains will form a red colour
News,Milk,burning test for foreign resin,producesindicator,bright flame like camphor,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Pure asafoetida will burn like camphor
News,Milk,burning test for foreign resin,producesindicator,no bright flame,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Adulterated asafoetida will not produce bright flame like camphor
News,Milk,water solubility test for foreign resin,producesindicator,milky white solution with no sediments,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,Milky white solution with no sediments represents pure asafoetida
News,Milk,potato and lemon juice test,producesindicator,blue colour,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"If it is iodised salt, a blue colour will develop"
News,Milk,refrigeration test for other oils,producesindicator,solidifies,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"After refrigeration, coconut oil solidifies"
News,Milk,refrigeration test for other oils,producesindicator,separate layer of other oils,1,1,0.9,https://www.thehindu.com/children/what-is-adulteration-and-what-is-its-impact-on-our-daily-lives/article69210912.ece,"Take coconut oil in a transparent glass. Place this glass in the refrigerator for 30 minutes. (Do not keep in the freezer.) After refrigeration, coconut oil solidifies. If coconut oil is adulterated, then other oils remain as a separate layer."
News,Milk,testing of collected samples,isperformedat,Lucknow-based government laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,collected samples are sent to Lucknow-based government laboratory for testing
News,Milk,Detection of non-permitted colours in sweets,identifies,non-permitted colours,1,1,0.85,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,find the use of non-permitted colours in certain sweets
News,Milk,non-permitted colours,detectedby,ocular inspection,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,detected by ocular inspection
News,Milk,analysis,isperformedon,41 milk samples,1,1,0.85,https://www.en.etemaaddaily.com/world/national/death-toll-rises-to-13-andhra-milk-contamination:191121,sent them to the Veterinary Biological Research Institute in Vijayawada for analysis
News,Milk,milk sample analysis,isperformedat,Veterinary Biological Research Institute,1,1,0.9,https://www.en.etemaaddaily.com/world/national/death-toll-rises-to-13-andhra-milk-contamination:191121,sent them to the Veterinary Biological Research Institute in Vijayawada for analysis
News,Milk,analysis,isperformedat,Veterinary Biological Research Institute,1,1,0.9,https://www.en.etemaaddaily.com/world/national/death-toll-rises-to-13-andhra-milk-contamination:191121,sent them to the Veterinary Biological Research Institute in Vijayawada for analysis
News,Oil,starch,detectedby,Iodine test,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,"If the solution turns blue or black, it indicates the presence of starch as an adulterant"
News,Oil,Iodine test,producesindicator,blue or black color change,1,1,0.9,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,"If the solution turns blue or black, it indicates the presence of starch"
News,Oil,Palm test,producesindicator,grainy texture,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,Pure milk-based sweets like mawa should have a grainy texture
News,Oil,Palm test,producesindicator,slight greasy trail,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,leave a slight greasy trail on the palm due to natural fat content
News,Oil,Heat and sugar melting test,producesindicator,water release,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,observe if water or excessive moisture separates out
News,Oil,Heat and sugar melting test,producesindicator,excessive moisture,1,1,0.85,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,observe if water or excessive moisture separates out
News,Oil,starch,detectedby,Heat and sugar melting test,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,indicates adulterants such as starch or synthetic materials
News,Oil,synthetic materials,detectedby,Heat and sugar melting test,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/145-kgs-of-rasgullas-and-namkeens-destroyed-ahead-of-diwali-in-noida/articleshow/124574873.cms,indicates adulterants such as starch or synthetic materials
News,Oil,Total Polar Compounds (TPC),detectedby,Field inspection by health department,1,1,0.8,https://timesofindia.indiatimes.com/life-style/food-news/40-liters-of-unsafe-cooking-oil-and-40-kg-rotten-tomatoes-found-in-a-popular-fast-food-outlet-in-jaipur/articleshow/128305861.cms,Rajasthan health department food safety officers found higher than permissible levels
News,Oil,examination,isperformedon,samples,1,1,0.85,https://timesofindia.indiatimes.com/city/nagpur/fda-cracks-whip-on-sweetmarts-namkeen-makers-before-diwali/articleshow/87495424.cms,samples were sent to government analysts for examination
News,Oil,laboratory analysis,isperformedon,samples,1,1,0.9,https://timesofindia.indiatimes.com/city/nashik/nashik-fda-confiscates-food-items-worth-over-rs-1-lakh-on-suspicion-of-adulteration/articleshow/131414371.cms,samples have been sent for laboratory analysis
News,Oil,palm oil,inputto,soap manufacturing,1,1,0.85,https://www.india.com/business/prices-of-packaged-goods-to-rise-as-indonesias-palm-oil-export-ban-comes-into-effect-today-all-you-need-to-know-5363846/,palm oil is used as raw material to manufacture products such as soaps
News,Oil,palm oil,inputto,noodle manufacturing,1,1,0.85,https://www.india.com/business/prices-of-packaged-goods-to-rise-as-indonesias-palm-oil-export-ban-comes-into-effect-today-all-you-need-to-know-5363846/,palm oil is used as raw material to manufacture products such as noodles
News,Oil,palm oil,inputto,biscuit manufacturing,1,1,0.9,https://www.india.com/business/prices-of-packaged-goods-to-rise-as-indonesias-palm-oil-export-ban-comes-into-effect-today-all-you-need-to-know-5363846/,palm oil is used as raw material to manufacture products such as biscuits
News,Oil,worms found in food,identifies,worms,1,1,0.85,https://www.hindustantimes.com/cities/noida-news/gb-nagar-admin-to-fix-gaps-in-food-and-drug-safety-in-district-101766773786595.html,complaints of worms being found in food
News,Oil,laboratory testing,isperformedon,samples,1,1,0.85,https://www.hindustantimes.com/cities/noida-news/gb-nagar-admin-to-fix-gaps-in-food-and-drug-safety-in-district-101766773786595.html,lifted samples for laboratory testing
News,Oil,Laboratory analysis of mustard oil sample,isperformedon,Sample of mustard oil from New Kirana Store,1,1,0.95,https://timesofindia.indiatimes.com/city/noida/court-fines-2-for-selling-adulterated-mustard-oil-in-ghaziabad/articleshow/122912688.cms,sent it for laboratory testing
News,Oil,fso:Analysis,isperformedon,Samples,1,1,0.85,https://www.businesstoday.in/bt-tv/whats-hot/video/holi-crackdown-30000-oil-packs-seized-tonnes-of-fake-paneer-destroyed-across-uttar-pradesh-518082-2026-02-26?utm_source=rssfeed,Samples have been sent for testing
News,Oil,fridge test,producesindicator,solidification behavior,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/coconut-oil-purity-test-fssai-shares-simple-trick-to-detect-adulteration-in-the-oil-you-use-for-hair-skin-and-food/articleshow/129389742.cms,will not behave the same way when chilled
News,Oil,refrigerator cooling test,producesindicator,uniform solidification,1,1,0.9,https://economictimes.indiatimes.com/news/new-updates/coconut-oil-purity-test-fssai-shares-simple-trick-to-detect-adulteration-in-the-oil-you-use-for-hair-skin-and-food/articleshow/129389742.cms,Pure coconut oil will solidify uniformly
News,Oil,coconut oil purity test,producesindicator,distinct layer on top,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/coconut-oil-purity-test-fssai-shares-simple-trick-to-detect-adulteration-in-the-oil-you-use-for-hair-skin-and-food/articleshow/129389742.cms,"If you see a distinct layer on top or uneven solidification, it may indicate the presence of other oils"
News,Oil,coconut oil purity test,producesindicator,uneven solidification,1,1,0.85,https://economictimes.indiatimes.com/news/new-updates/coconut-oil-purity-test-fssai-shares-simple-trick-to-detect-adulteration-in-the-oil-you-use-for-hair-skin-and-food/articleshow/129389742.cms,"uneven solidification, it may indicate the presence of other oils"
News,Oil,crude palm oil,inputto,RBD olein production,1,1,0.9,https://www.indiatoday.in/business/story/palm-oil-ban-indonesia-prepares-to-widen-palm-oil-export-ban-1942053-2022-04-26,"crude palm oil, which are used as raw materials to make RBD olein"
News,Oil,refined palm oil,inputto,RBD olein production,1,1,0.9,https://www.indiatoday.in/business/story/palm-oil-ban-indonesia-prepares-to-widen-palm-oil-export-ban-1942053-2022-04-26,refined palm oil ... used as raw materials to make RBD olein
News,Oil,re-analysis of oil samples,isperformedat,"Central Food Technological Research Institute, Mysore",1,1,0.95,https://www.freepressjournal.in/mumbai/maharashtra-news-rural-development-minister-jaikumar-gore-announces-suspension-of-2-engineers-over-irregular-payments,"sent to the Central Food Technological Research Institute, Mysore, for re-analysis"
News,Oil,chemical analysis,isperformedon,samples of oil,1,1,0.9,https://timesofindia.indiatimes.com/city/nagpur/fake-oil-other-items-worth-rs8-5-lakh-seized/articleshow/118285152.cms,sent samples of oil for chemical analysis
News,Oil,Bellier Turbidity Temperature Test,isperformedas,routine analysis,1,1,0.85,https://www.thehansindia.com/news/business/amid-widespread-adulteration-in-mustard-oilanjali-gold-passes-government-lab-test-with-highest-purity-score-966687,as part of routine analysis. Using the Bellier Turbidity Temperature Test
News,Oil,impurities,detectedby,Bellier Turbidity Temperature Test,1,1,0.85,https://www.thehansindia.com/news/business/amid-widespread-adulteration-in-mustard-oilanjali-gold-passes-government-lab-test-with-highest-purity-score-966687,The BTTT test remains a vital indicator in detecting such impurities
News,Oil,Analysis,isperformedon,93 food samples,1,1,0.9,https://www.thehindu.com/news/national/kerala/closure-notices-issued-to-110-food-joints-in-kerala/article65389326.ece,93 food samples were collected and sent for analysis
News,Oil,mustard oil,outputof,oil extraction,1,1,0.85,https://timesofindia.indiatimes.com/city/chandigarh/investigation-into-dropsy-deaths-in-nabha-new-committee-formed-to-probe-tainted-edible-oil/articleshow/115711329.cms,extracted oil from raw seeds
News,Oil,Sample testing for adulteration in Pilibhit,isperformedat,Lucknow-based government laboratory,1,1,0.9,https://timesofindia.indiatimes.com/city/bareilly/administrative-efforts-to-detect-adulteration-in-sweets-ahead-of-holi-prove-futile-in-pilibhit/articleshow/98434474.cms,samples are sent to Lucknow-based government laboratory for testing
News,Oil,LaboratoryTest: Government Lab Analysis,isperformedas,Analysis: Oil Sample Analysis,1,1,0.75,https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,Samples of the oil seized during the raid would be sent to government laboratory for analysis
News,Oil,nitric acid test for argemone oil,producesindicator,orange yellow to red colour,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,An orange yellow to red colour will develop in the acidic layer in the adulterated mustard oil
News,Oil,nitric acid test for argemone oil,producesindicator,no colour change,1,1,0.95,https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,unadulterated mustard oil will show no colour change in the acidic layer
News,Oil,Lab testing for food samples,isperformedon,"food samples from Ambedkar road, Ahinsa Khand-Indirapuram and Lajpat Nagar",1,1,0.85,https://timesofindia.indiatimes.com/city/ghaziabad/adulterated-food-items-with-false-labels-55-shops-fined-46l/articleshow/93445659.cms,which have been sent for lab testing
News,Oil,paneer adulteration finding,identifies,carbonate neutraliser,1,1,0.9,https://timesofindia.indiatimes.com/city/noida/paneer-seized-in-noida-from-aligarh-found-unsafe-case-filed-in-court/articleshow/122212904.cms,paneer was prepared using refined oil and a carbonate neutraliser
News,Oil,laboratory analysis,isperformedon,surveillance samples of various edible oils,1,1,0.85,https://www.newindianexpress.com/states/andhra-pradesh/2023/feb/11/food-safety-dept-to-check-on-oil-merchants-2546465.html,collect two surveillance samples of various edible oils and send them to laboratories
News,Oil,IncidentFinding at Sri Santosh Foods,identifies,reused oil,1,1,0.85,https://www.thehindu.com/news/national/telangana/food-safety-officials-flag-unhygienic-conditions-at-a-store-in-mahabubnagar-seize-60500-worth-snacks/article68991933.ece,observed the use of reused oil
News,Oil,IncidentFinding at Sri Santosh Foods,identifies,synthetic food colors,1,1,0.9,https://www.thehindu.com/news/national/telangana/food-safety-officials-flag-unhygienic-conditions-at-a-store-in-mahabubnagar-seize-60500-worth-snacks/article68991933.ece,observed the use of reused oil and synthetic food colors
News,Oil,Analysis of seized oil,isperformedon,Sample of seized sunflower oil,1,1,0.9,https://www.thehindu.com/news/cities/Hyderabad/2500-litres-of-suspected-adulterated-cooking-oil-seized/article66001879.ece,Samples of the seized oil were sent to the Food Laboratory for analysis
News,Oil,Analysis of seized oil,isperformedat,Food Laboratory,1,1,0.9,https://www.thehindu.com/news/cities/Hyderabad/2500-litres-of-suspected-adulterated-cooking-oil-seized/article66001879.ece,sent to the Food Laboratory for analysis
News,Oil,Analysis of meat samples,isperformedat,FSSAI lab in Salem,1,1,0.85,https://timesofindia.indiatimes.com/city/salem/namakkal-bans-shawarma-grilled-chicken/articleshow/103797498.cms,sent them to the FSSAI lab in Salem
News,Oil,SensoryTest,producesindicator,"no smell, light yellow, very chewy",1,1,0.85,https://indianexpress.com/article/cities/pune/dairy-unit-adulterated-paneer-chinchwad-goods-worth-8603405/,"Adulterated paneer has no smell, is light yellow and very chewy."
News,Oil,SensoryTest for adulterated paneer,producesindicator,light yellow color,1,1,0.9,https://indianexpress.com/article/cities/pune/dairy-unit-adulterated-paneer-chinchwad-goods-worth-8603405/,is light yellow
