food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
sweets,rhodamine B,mutagenic effects,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,rhodamine B,cancer/carcinogenicity,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,rhodamine B,long term harm,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,liver damage,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,kidney damage,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,enlargement of the spleen,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,mutagenic effects,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,cancer/carcinogenicity,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
sweets,malachite green,long term harm,1,0,milk-bb864d8d03055611,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,soap,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,soap,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,soap,diarrhoea,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,soap,cancer/carcinogenicity,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,hydrogen peroxide,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,hydrogen peroxide,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,hydrogen peroxide,diarrhoea,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,hydrogen peroxide,cancer/carcinogenicity,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,sodium hydrogen carbonate,kidney problems,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,sodium hydrogen carbonate,gastrointestinal complications,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,sodium hydrogen carbonate,diarrhoea,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,sodium hydrogen carbonate,cancer/carcinogenicity,1,0,milk-c238ac533ab8e0b9,same-article contextual hypothesis; causal edge is not explicit
Milk,toxic adulterants,death,1,0,milk-c3d400494092465e,same-article contextual hypothesis; causal edge is not explicit
Milk,toxic adulterants,fflo acuteeffect,1,0,milk-c3d400494092465e,same-article contextual hypothesis; causal edge is not explicit
fermented foods,toxins,food poisoning,1,0,milk-c720835299992065,same-article contextual hypothesis; causal edge is not explicit
fermented foods,toxins,nausea,1,0,milk-c720835299992065,same-article contextual hypothesis; causal edge is not explicit
fermented foods,toxins,diarrhoea,1,0,milk-c720835299992065,same-article contextual hypothesis; causal edge is not explicit
fermented foods,toxins,severe dehydration,1,0,milk-c720835299992065,same-article contextual hypothesis; causal edge is not explicit
fermented foods,toxins,paralysis,1,0,milk-c720835299992065,same-article contextual hypothesis; causal edge is not explicit
Milk,listeria,fflo acuteeffect,1,0,milk-c8d247f8a136d400,same-article contextual hypothesis; causal edge is not explicit
Milk,campylobacter,fflo acuteeffect,1,0,milk-c8d247f8a136d400,same-article contextual hypothesis; causal edge is not explicit
undercooked beef,e coli,fflo acuteeffect,1,0,milk-c8d247f8a136d400,same-article contextual hypothesis; causal edge is not explicit
municipal water supply,sewage,death,1,0,milk-c9d34ca0c97e2a93,same-article contextual hypothesis; causal edge is not explicit
drinking water,raw sewage,gastrointestinal illness,1,0,milk-c9d34ca0c97e2a93,same-article contextual hypothesis; causal edge is not explicit
Milk,expired milk powder,liver damage,1,0,milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Milk,expired milk powder,kidney damage,1,0,milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Milk,expired milk powder,vomiting,1,0,milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Milk,expired milk powder,digestive complications,1,0,milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,digestive complications,1,0,milk-d1fcc18c1d80bd0a,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,soybean oil,cancer/carcinogenicity,1,0,milk-d5b2611e75b60517,same-article contextual hypothesis; causal edge is not explicit
Milk,aflatoxins,immune suppression,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
Milk,aflatoxins,growth impairment,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
Milk,aflatoxins,cancer/carcinogenicity,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
maize,aflatoxin,cancer/carcinogenicity,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
wheat,aflatoxin,cancer/carcinogenicity,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
Milk,aflatoxin,cancer/carcinogenicity,1,0,milk-d687a91102133179,same-article contextual hypothesis; causal edge is not explicit
adulterated chilli powder,artificial colours,lifestyle and unexplained illnesses,1,0,milk-d6ac7998143ed0f4,same-article contextual hypothesis; causal edge is not explicit
adulterated turmeric,starch,lifestyle and unexplained illnesses,1,0,milk-d6ac7998143ed0f4,same-article contextual hypothesis; causal edge is not explicit
turmeric,chemicals,lifestyle and unexplained illnesses,1,0,milk-d6ac7998143ed0f4,same-article contextual hypothesis; causal edge is not explicit
edible oils,cheaper industrial substitutes,lifestyle and unexplained illnesses,1,0,milk-d6ac7998143ed0f4,same-article contextual hypothesis; causal edge is not explicit
mithai,starch,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,starch,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,artificial dyes,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,artificial dyes,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,metallic powders,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,metallic powders,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,starch,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,starch,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,detergent,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,detergent,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
silver vark,aluminium foil,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
silver vark,aluminium foil,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,allergic reaction,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,nausea,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,rashes,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,hyperactivity,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,long term health risks,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,gastrointestinal illness,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
mithai,industrial dyes,food poisoning,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,digestive irritation,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,digestive irritation,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colours,allergic reaction,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colours,nausea,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colours,digestive irritation,1,0,milk-d76c56c09e58067b,same-article contextual hypothesis; causal edge is not explicit
protein powders,heavy metals,hair loss,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
protein powders,heavy metals,acne,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
protein powders,heavy metals,fflo chroniceffect,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
whey protein,steroids,hair loss,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
whey protein,steroids,acne,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
whey protein,steroids,fflo chroniceffect,1,0,milk-daa8a0902e951146,same-article contextual hypothesis; causal edge is not explicit
fish,tcdd,bioaccumulation,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
fish,tcdd,chronic inflammatory markers,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
fish,tcdd,deadly health effects,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
Milk,dioxin,chronic inflammation,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
Milk,dioxin,cancer/carcinogenicity,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
Milk,dioxin,bioaccumulation in fat,1,0,milk-e7de144114acb0ad,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,maltodextrin,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,palm oil family,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,vegetable oil/fat,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,preservatives,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,neutralisers,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,gruel,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
Milk,flour based substances,serious harm to consumers,1,0,milk-fbd10ca791d9f631,same-article contextual hypothesis; causal edge is not explicit
cough syrup,toxic industrial solvents,toxicity,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
cough syrup,toxic industrial solvents,death,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,death,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,ravaging internal organs,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
cough syrup,diethylene glycol,death,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
cough syrup,diethylene glycol,ravaging internal organs,1,0,milk-fccd7cb21929e82a,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,guillain barre syndrome,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,diarrhoea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,abdominal cramps,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,fever,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,nausea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,paralysis,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,weakness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,acuteeffect,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,listeria,gastrointestinal illness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,guillain barre syndrome,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,diarrhoea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,abdominal cramps,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,fever,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,nausea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,paralysis,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,weakness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,acuteeffect,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Paneer,e coli,gastrointestinal illness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,guillain barre syndrome,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,diarrhoea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,abdominal cramps,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,fever,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,nausea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,paralysis,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,weakness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,acuteeffect,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Cheese,listeria,gastrointestinal illness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,guillain barre syndrome,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,diarrhoea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,abdominal cramps,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,fever,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,nausea,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,paralysis,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,weakness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,acuteeffect,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
rice,bacillus cereus,gastrointestinal illness,1,0,milk-fd2049abe5c1c74f,same-article contextual hypothesis; causal edge is not explicit
Milk,water,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
salt,chalk powder,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
salt,chalk powder,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
salt,chalk powder,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,sugar,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,sugar,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,sugar,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,glucose,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,glucose,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
honey,glucose,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
green veggies,malachite green,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
green veggies,malachite green,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
green veggies,malachite green,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
rice,plastic,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
rice,plastic,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
rice,plastic,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Ghee,starch,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Ghee,starch,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Ghee,starch,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
tea leaves,artificial colouring,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
tea leaves,artificial colouring,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
tea leaves,artificial colouring,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,chalk powder,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,chalk powder,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,chalk powder,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,washing soda,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,washing soda,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
ice cream,washing soda,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone seeds,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone seeds,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
mustard seeds,argemone seeds,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
sella rice,turmeric,nausea,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
sella rice,turmeric,stomach disorders,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
sella rice,turmeric,food poisoning,1,0,milk-fe1e3cc4f8fe0fc2,same-article contextual hypothesis; causal edge is not explicit
rasgulla,unspecified adulterant,healtheffect_tpc_injury,1,0,oil-077b1e8524db3123,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,canola rapeseed mustard,cardiovascular disease,1,0,oil-177750d6de6b9fbc,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,canola rapeseed mustard,conversion to trans fats at high temperature,1,0,oil-177750d6de6b9fbc,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,palm oil family,cardiovascular disease,1,0,oil-177750d6de6b9fbc,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,palm oil family,conversion to trans fats at high temperature,1,0,oil-177750d6de6b9fbc,same-article contextual hypothesis; causal edge is not explicit
Ghee,fake ghee,allergic reaction,1,0,oil-21d4880656b0c52f,same-article contextual hypothesis; causal edge is not explicit
sweets,non permitted colours,cancer/carcinogenicity,1,0,oil-2f8fdf97a8f42ade,same-article contextual hypothesis; causal edge is not explicit
sweets,non permitted colours,cardiovascular disease,1,0,oil-2f8fdf97a8f42ade,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,argemone oil,gastrointestinal problems,1,0,oil-3bd1cf9862ff569d,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,argemone oil,cancer/carcinogenicity,1,0,oil-3bd1cf9862ff569d,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,argemone oil,allergic reaction,1,0,oil-3bd1cf9862ff569d,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,argemone oil,gastrointestinal illness,1,0,oil-3bd1cf9862ff569d,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,argemone oil,neurological effects,1,0,oil-3bd1cf9862ff569d,same-article contextual hypothesis; causal edge is not explicit
Soybean oil,vitamin d,hypercalcemia,1,0,oil-4d6bfb72c0733299,same-article contextual hypothesis; causal edge is not explicit
Soybean oil,vitamin d,kidney damage,1,0,oil-4d6bfb72c0733299,same-article contextual hypothesis; causal edge is not explicit
Soybean oil,vitamin d,bone damage,1,0,oil-4d6bfb72c0733299,same-article contextual hypothesis; causal edge is not explicit
Soybean oil,vitamin d,soft tissue damage,1,0,oil-4d6bfb72c0733299,same-article contextual hypothesis; causal edge is not explicit
Paneer,foreign fat,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Paneer,starch,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Paneer,refined oil,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Paneer,hydrogenated oil,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Paneer,sulphuric acid,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,starch,severe health risks,1,0,oil-50e40c8b74e2a126,same-article contextual hypothesis; causal edge is not explicit
Paneer,suspected adulterant,hazardous to health,1,0,oil-5dc213001484f9d5,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,detrimental effects on health,1,0,oil-7398fff2b0bde702,same-article contextual hypothesis; causal edge is not explicit
olive oil,palm oil family,diseases linked to these adulterated products,1,0,oil-7398fff2b0bde702,same-article contextual hypothesis; causal edge is not explicit
avocado oil,soybean oil,detrimental effects on health,1,0,oil-7398fff2b0bde702,same-article contextual hypothesis; causal edge is not explicit
avocado oil,soybean oil,diseases linked to these adulterated products,1,0,oil-7398fff2b0bde702,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,stomach infections,1,0,oil-825d58fdbb007f4f,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,skin infections,1,0,oil-825d58fdbb007f4f,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,animal fat,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,animal fat,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,animal fat,gastrointestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,animal fat,threatens public health,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
Edible/cooking oil,animal fat,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
food items,artificial colors,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
food items,artificial colors,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
food items,artificial colors,gastrointestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
food items,artificial colors,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed and dead animal meat,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed and dead animal meat,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed and dead animal meat,gastrointestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed and dead animal meat,threatens public health,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
fresh meat,decayed and dead animal meat,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
mangoes,calcium carbide,cancer/carcinogenicity,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
mangoes,calcium carbide,gastro intestinal diseases,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
mangoes,calcium carbide,threatens public health,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
mangoes,calcium carbide,severe legal consequences for offenders,1,0,oil-8c664dba9516ee5f,same-article contextual hypothesis; causal edge is not explicit
