food,observed_effect,candidate_adulterant,articles_with_food_effect_context,articles_also_naming_candidate,observed_article_share_pct,laplace_smoothed_presence_pct,mean_candidate_confidence,interpretation
Cheese,stomach pain,escherichia coli,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,serious health risk,refined oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Curd/yoghurt,fflo acuteeffect,ethylene glycol,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dehydration,salmonella,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dehydration,shigella dysenteriae,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,evolution of drug resistant superbugs,advanced syrups,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,increases sugar level in the body,advanced syrups,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
baby food,cancer/carcinogenicity,lead,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
baby food,cancer/carcinogenicity,heavy metals,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
rice,cancer/carcinogenicity,arsenic,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,fflo acuteeffect,detergent,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Curd/yoghurt,fflo acuteeffect,detergent,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,kidney damage,detergent,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,formalin/formaldehyde,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,rhodamine B,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,ammonia,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,malachite green,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,kidney damage,formalin/formaldehyde,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,kidney damage,rhodamine B,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,kidney damage,ammonia,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,kidney damage,malachite green,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,kidney damage,lead chromate,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,liver damage,lead chromate,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,liver damage,ala,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,liver damage,urea,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,liver damage,tinopal,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,respiratory problems,plastic waste,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,respiratory problems,plastic,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,cancer/carcinogenicity,plastic waste,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
meat,cancer/carcinogenicity,plastic,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal infections,low quality milk substitutes,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal infections,chemicals,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal infections,dust,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal infections,starch,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
food,cancer/carcinogenicity,toxic particles,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
baby food,cancer/carcinogenicity,nano plastics,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,kidney related ailments,adhesive compound,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,food poisoning,artificial allyl isothiocyanate,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,food poisoning,rice bran oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,health problems,palm oil family,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,abdominal cramps,campylobacter jejuni,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,fever,campylobacter jejuni,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,nervous system damage,hexachlorobenzene,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,stomach pain,e coli,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,vomiting,inferior fats,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,diarrhoea,inferior fats,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,gastrointestinal illness,metanil yellow,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,inflammation,starch,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,inflammation,synthetic agents,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
meat,cancer/carcinogenicity,chemical preservatives,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,non dairy additives,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,bacterial presence,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,long term health issues,stale cooking oil,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,food poisoning,stale cooking oil,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,long term health issues,non dairy substitutes,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,long term health issues,analogue paneer,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,long term health risks,foreign fats,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,liver damage,foreign fats,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
spices,liver damage,artificial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,abdominal cramps,chemicals,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Milk,abdominal cramps,toxins,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dehydration,chemicals,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dehydration,toxins,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,chroniceffect,palm oil family,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,renal failure,palm oil family,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,kidney harm,palm oil family,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,food poisoning,adulterated materials,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,chroniceffect,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,renal failure,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,organ damage,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,cancer/carcinogenicity,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,multi-organ failure,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,allergic reaction,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,acuteeffect,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
processed food,kidney harm,adulterant,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
fish,serious health risks,cadmium,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,serious health risks,mercury,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,cadmium,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,fflo acuteeffect,mercury,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,food poisoning,cadmium,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,food poisoning,mercury,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
rice,cancer/carcinogenicity,pesticide residue,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,fever,salmonella,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,nervous system damage,ethylene glycol,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
sweets,kidney damage,rhodamine B,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,kidney damage,auramine o,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,kidney damage,metanil yellow,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,kidney damage,malachite green,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,kidney damage,metanil yellow,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,kidney damage,auramine,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,liver damage,metanil yellow,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,liver damage,auramine,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
spices,liver damage,sudan dyes,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
food,cancer/carcinogenicity,microplastics,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
mithai,nausea,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
mithai,digestive irritation,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
mithai,rashes,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
mithai,gastrointestinal illness,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
mithai,allergic reaction,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
mithai,food poisoning,industrial dyes,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,long term health risks,vanaspati,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,digestive irritation,urea,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,digestive irritation,detergent,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,rashes,urea,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,rashes,detergent,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,nausea,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,digestive irritation,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,rashes,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,gastrointestinal illness,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,allergic reaction,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
dry fruits,food poisoning,artificial colours,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,nausea,e coli,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,nausea,listeria,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,diarrhoea,e coli,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,diarrhoea,listeria,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
rice,nausea,bacillus cereus,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,food poisoning,sand,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,food poisoning,artificial colour,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,food poisoning,brick powder,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
honey,food poisoning,glucose,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,food poisoning,sugar,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rice,nausea,plastic,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,food poisoning,washing soda,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,food poisoning,chalk powder,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,cardiovascular disease,canola rapeseed mustard,2,1,50.0,50.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,allergic reaction,argemone oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,atherosclerosis,used cooking oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,hypertension,used cooking oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,maida,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,bicarbonate of soda,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,refined oil,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,palm oil family,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,discarded skimmed milk,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,foreign fat,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,hydrogenated oil,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,baking powder,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,starch,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,sulfuric acid,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,detergent,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,severe health risks,sulphuric acid,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,castor oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,white oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,argemone oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,metanil yellow,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,groundnut oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,cotton seed oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,hexane,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,soybean oil,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,food poisoning,acrylamide,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,food poisoning,acrolein,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,inflammation,acetic acid,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,inflammation,palm oil family,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,nausea,acetic acid,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,nausea,palm oil family,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,diarrhoea,acetic acid,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,diarrhoea,palm oil family,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,dropsy,argemone mexicana seeds,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
honey,food poisoning,high fructose corn syrup,2,1,50.0,50.0,0.8,"hypothesis-ranking association, not a calibrated causal probability"
fish,food poisoning,escolar,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fish,serious health risks,escolar,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,gastrointestinal illness,artificial coloring,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,gastrointestinal illness,artificial coloring,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,food poisoning,artificial coloring,2,1,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,fflo chroniceffect,seed oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,fflo chroniceffect,beta carotene,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,toxic oil syndrome,seed oil,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,toxic oil syndrome,beta carotene,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,fflo chroniceffect,milk powder,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,fflo chroniceffect,food colour,2,1,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,fflo chroniceffect,vegetable oil/fat,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,fflo chroniceffect,palm oil family,2,1,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,organ damage,adulterants,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,analogue paneer,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,industrial grade acetic acid,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,unspecified adulterant,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,multi-organ failure,unspecified adulterant,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,acuteeffect,unspecified adulterant,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,excessive colours,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,fflo acuteeffect,unknown adulterant,3,1,33.33,40.0,0.65,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,serious health risks,chemicals,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,serious health risks,animal fat,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,adulterant,3,1,33.33,40.0,0.65,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,palm oil family,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,paraffin wax,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,animal tallow,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,detergent,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,animal fat,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,fflo acuteeffect,adulterated ghee,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,organ damage,detergent,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,organ damage,starch,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,trans fats,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
eggs,cancer/carcinogenicity,nitrofurans,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
honey,gastrointestinal illness,water,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
honey,gastrointestinal illness,sugar,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
honey,gastrointestinal illness,chemical colour,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,aniline dyes,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,serious health risks,palm oil family,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,gastrointestinal illness,escherichia coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,diarrhoea,escherichia coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,multi-organ failure,detergent,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,detergent,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,sudan red,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,ala,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,urea,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,tinopal,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,vomiting,detergent,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
poultry,cancer/carcinogenicity,microplastics,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,cancer/carcinogenicity,microplastics,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach pain,e coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,gastrointestinal illness,e coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,diarrhoea,e coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,strokes,inferior fats,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,gastrointestinal illness,sugar syrup,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
eggs,cancer/carcinogenicity,salmonella,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
eggs,cancer/carcinogenicity,e coli,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
poultry,cancer/carcinogenicity,antibiotic residue,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,fflo acuteeffect,foreign fats,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,cancer/carcinogenicity,detergent,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cancer/carcinogenicity,machine oil,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,multi-organ failure,palm oil family,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,acuteeffect,palm oil family,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,serious health risks,pesticide residue,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
rice,food poisoning,pesticide residue,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,rhodamine B,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,auramine o,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,metanil yellow,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
sweets,liver damage,malachite green,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,cancer/carcinogenicity,auramine,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,cancer/carcinogenicity,rhodamine B,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,cancer/carcinogenicity,brick powder,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,rhodamine B,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,brick powder,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,metanil yellow,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,cancer/carcinogenicity,lead chromate,3,1,33.33,40.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cancer/carcinogenicity,artificial flavours,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cancer/carcinogenicity,artificial colours,3,1,33.33,40.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,acuteeffect,e coli,3,1,33.33,40.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,acuteeffect,listeria,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Cheese,gastrointestinal illness,listeria,3,1,33.33,40.0,0.75,"hypothesis-ranking association, not a calibrated causal probability"
