snippet_id,source_id,source_file,source_type,chunk_index,subject,subject_type,subject_id,predicate,object,object_type,object_id,confidence,evidence_span
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Chhana,fkg:Food,,fkg:hasIngredient,sour whey,fkg:Ingredient,,0.95,sour whey
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,lactic acid,fflo:FoodAdditive,,0.95,Acidulants such as lactic acid
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,citric acid,fflo:FoodAdditive,,0.95,citric acid
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,malic acid,fflo:FoodAdditive,,0.95,malic acid
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,vinegar,fflo:FoodAdditive,,0.95,vinegar
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,glucono delta lactone,fflo:FoodAdditive,,0.95,glucono delta lactone
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,Paneer,fkg:Food,,fkg:hasIngredient,sour whey,fflo:FoodAdditive,,0.95,sour whey
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,flavoured paneer,fkg:Food,,fkg:hasIngredient,spices and condiments,fkg:Ingredient,,0.95,spices and condiments (for flavoured paneer only)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,flavoured paneer,fkg:Food,,fkg:hasIngredient,salt,fkg:Ingredient,,0.95,salt (for flavoured paneer only)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0001,fflo:PermissibleLimit,,fflo:forProperty,Moisture,ssn:Property,,0.95,"Moisture, | Chhana: 65.0"
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0001,fflo:PermissibleLimit,,fflo:hasValue,65.0 % (m/m),fso:Measurement,,0.95,Chhana: 65.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0001,fflo:PermissibleLimit,,fflo:inFood,Chhana,fkg:Food,,0.95,Chhana: 65.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0002,fflo:PermissibleLimit,,fflo:forProperty,Moisture,ssn:Property,,0.95,Medium: 65.0 (for Chhana)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0002,fflo:PermissibleLimit,,fflo:hasValue,65.0 % (m/m),fso:Measurement,,0.95,Medium: 65.0 (for Chhana)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0002,fflo:PermissibleLimit,,fflo:inFood,Medium Fat Chhana,fkg:Food,,0.95,Medium: 65.0 (for Chhana)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0003,fflo:PermissibleLimit,,fflo:hasValue,70.0 % (m/m),fso:Measurement,,0.95,fat Low: 70.0 (for Chhana)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_moisture_0003,fflo:PermissibleLimit,,fflo:inFood,Low Fat Chhana,fkg:Food,,0.95,fat Low: 70.0 (for Chhana)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0001,fflo:PermissibleLimit,,fflo:forProperty,Moisture,ssn:Property,,0.95,or Medium: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0001,fflo:PermissibleLimit,,fflo:hasValue,60.0 % (m/m),fso:Measurement,,0.95,or Medium: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0001,fflo:PermissibleLimit,,fflo:inFood,Medium Fat Paneer,fkg:Food,,0.95,or Medium: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0002,fflo:PermissibleLimit,,fflo:hasValue,70.0 % (m/m),fso:Measurement,,0.95,fat Low: 70.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0002,fflo:PermissibleLimit,,fflo:inFood,Low Fat Paneer,fkg:Food,,0.95,fat Low: 70.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0003,fflo:PermissibleLimit,,fflo:forProperty,Moisture,ssn:Property,,0.95,Chhana: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0003,fflo:PermissibleLimit,,fflo:hasValue,60.0 % (m/m),fso:Measurement,,0.95,Chhana: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_moisture_0003,fflo:PermissibleLimit,,fflo:inFood,Paneer,fkg:Food,,0.95,Chhana: 60.0 (for Panner)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_fat_0001,fflo:PermissibleLimit,,fflo:forProperty,Milk fat,ssn:Property,,0.95,"Milk fat, %, 50.0"
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_fat_0001,fflo:PermissibleLimit,,fflo:hasValue,50.0 % (m/m),fso:Measurement,,0.95,Chhana: 50.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_chhana_fat_0001,fflo:PermissibleLimit,,fflo:inFood,Chhana,fkg:Food,,0.95,Chhana: 50.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0001,fflo:PermissibleLimit,,fflo:forProperty,Milk fat,ssn:Property,,0.95,or Medium: More than 20.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0001,fflo:PermissibleLimit,,fflo:hasValue,More than 20.0 % (m/m),fso:Measurement,,0.95,or Medium: More than 20.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0001,fflo:PermissibleLimit,,fflo:inFood,Medium Fat Paneer,fkg:Food,,0.95,or Medium: More than 20.0
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0002,fflo:PermissibleLimit,,fflo:forProperty,Milk fat,ssn:Property,,0.95,fat Low: 20.0(maximum)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0002,fflo:PermissibleLimit,,fflo:hasValue,20.0 % (m/m),fso:Measurement,,0.95,fat Low: 20.0(maximum)
src_pdf_009_chunk_0066,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,66,ev_paneer_fat_0002,fflo:PermissibleLimit,,fflo:inFood,Low Fat Paneer,fkg:Food,,0.95,fat Low: 20.0(maximum)
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fflo:FoodCategory,,fflo:hasDefinition,"the ripened or unripened soft, semi-hard, hard, or extra-hard product, which may be coated with food grade waxes or polyfilm, and in which the whey protein/ casein ratio does not exceed that of milk",xsd:string,,0.95,"Cheese is the ripened or unripened soft, semi-hard, hard, or extra-hard product"
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,coagulating wholly or partly the protein of milk
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fkg:Food,,fkg:hasIngredient,partly skimmed milk,fkg:Ingredient,,0.95,"protein of milk, skimmed milk, partly skimmed milk"
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fkg:Food,,fkg:hasIngredient,buttermilk,fkg:Ingredient,,0.95,whey cream or buttermilk
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fkg:Food,,fkg:hasIngredient,harmless lactic acid bacteria,fflo:Microorganism,,0.95,use of harmless lactic acid bacteria
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fflo:FoodCategory,,fflo:hasDefinition,"product obtained by coagulating wholly or partly the protein of milk, skimmed milk, partly skimmed milk, cream, whey cream or buttermilk, or any combination of these materials, through the action of suitable enzymes of non-animal origin or other suitable coagulating agents, with or without use of harmless lactic acid bacteria and flavour producing bacteria, and by partially draining the whey resulting from the coagulation",xsd:string,,0.95,Cheese is obtained by: (i) coagulating wholly or partly the protein of milk
src_pdf_009_chunk_0069,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,69,Cheese,fflo:FoodCategory,,fflo:hasDefinition,"product obtained by processing techniques involving coagulation of the protein of milk or products obtained from milk, or both, which give an end-product with similar physical, chemical and organoleptic characteristics as the product specified in entry (i)",xsd:string,,0.95,processing techniques involving coagulation of the protein of milk or products obtained from milk
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Gouda Cheese,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Gouda Cheese,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,with cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Gouda Cheese,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,suitable enzymes of non-animal origin
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Gouda Cheese,fkg:Food,,fkg:hasIngredient,other suitable coagulating enzymes,fkg:Ingredient,,0.95,or other suitable coagulating enzymes
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Gouda Cheese,fkg:Food,,fflo:belongsToCategory,ripened semi hard cheese,fflo:FoodCategory,,0.95,means ripened semi hard cheese
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Havarti Cheese,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Havarti Cheese,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,with cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Havarti Cheese,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,suitable enzymes of non-animal origin
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Havarti Cheese,fkg:Food,,fkg:hasIngredient,other suitable coagulating enzymes,fkg:Ingredient,,0.95,or other suitable coagulating enzymes
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Havarti Cheese,fkg:Food,,fflo:belongsToCategory,ripened semi hard cheese,fflo:FoodCategory,,0.95,means ripened semi hard cheese
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,with cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fkg:hasIngredient,cultures of Bacterium linens,fkg:Ingredient,,0.95,and cultures of Bacterium linens
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,suitable enzymes of non-animal origin
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fkg:hasIngredient,other suitable coagulating enzymes,fkg:Ingredient,,0.95,or other suitable coagulating enzymes
src_pdf_009_chunk_0072,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,72,Tilsiter,fkg:Food,,fflo:belongsToCategory,ripened semi hard cheese,fflo:FoodCategory,,0.95,means ripened semi hard cheese
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Saint Paulin,fflo:FoodCategory,,fflo:hasDefinition,"ripened semi hard cheese obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes",xsd:string,,0.95,"‘Saint Paulin’ means ripened semi hard cheese obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes"
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Saint Paulin,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Saint Paulin,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,coagulating milk with suitable enzymes of non-animal origin
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Saint Paulin,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Samsoe,fflo:FoodCategory,,fflo:hasDefinition,hard ripened cheese obtained by coagulating milk with suitable enzymes of non-animal origin and cultures of harmless lactic acid producing bacteria or suitable coagulating enzymes,xsd:string,,0.95,‘Samsoe’ means hard ripened cheese obtained by coagulating milk with suitable enzymes of non-animal origin and cultures of harmless lactic acid producing bacteria or suitable coagulating enzymes
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Samsoe,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Samsoe,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,coagulating milk with suitable enzymes of non-animal origin
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Samsoe,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Emmental,fflo:FoodCategory,,fflo:hasDefinition,"hard ripened cheese with round holes obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes",xsd:string,,0.95,"‘Emmental’ or ‘Emmentaler’ means hard ripened cheese with round holes obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes"
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Emmentaler,fflo:FoodCategory,,fflo:hasDefinition,"hard ripened cheese with round holes obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes",xsd:string,,0.95,"‘Emmental’ or ‘Emmentaler’ means hard ripened cheese with round holes obtained by coagulating milk with suitable enzymes of non-animal origin, cultures of harmless lactic acid producing bacteria or other suitable coagulating enzymes"
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Emmental,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Emmental,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,coagulating milk with suitable enzymes of non-animal origin
src_pdf_009_chunk_0076,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,76,Emmental,fkg:Food,,fkg:hasIngredient,cultures of harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fflo:FoodCategory,,fflo:hasDefinition,soft unripened cheese obtained by coagulation of pasteurised skimmed milk with cultures of harmless lactic acid bacteria with or without the addition of suitable enzymes of non-animal origin or other suitable coagulating enzymes,xsd:string,,0.95,Cottage Cheese means soft unripened cheese obtained by coagulation of pasteurised skimmed milk
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,pasteurised skimmed milk,fkg:Ingredient,,0.95,obtained by coagulation of pasteurised skimmed milk
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,harmless lactic acid bacteria,fkg:Ingredient,,0.95,with cultures of harmless lactic acid bacteria
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.9,with or without the addition of suitable enzymes of non-animal origin
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fflo:FoodCategory,,fflo:hasDefinition,"cottage cheese to which a pasteurised creaming mixture of cream, skimmed milk, condensed milk, non-fat dry milk, dry milk protein, Sodium or Potassium or Calcium or Ammonium caseinate is added",xsd:string,,0.95,Creamed Cottage Cheese is cottage cheese to which a pasteurised creaming mixture
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,Cottage Cheese,fkg:Food,,0.95,Creamed Cottage Cheese is cottage cheese to which
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,cream,fkg:Ingredient,,0.95,pasteurised creaming mixture of cream
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,skimmed milk,fkg:Ingredient,,0.95,"mixture of cream, skimmed milk"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,condensed milk,fkg:Ingredient,,0.95,"skimmed milk, condensed milk"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,non-fat dry milk,fkg:Ingredient,,0.95,"condensed milk, non-fat dry milk"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,dry milk protein,fkg:Ingredient,,0.95,"non-fat dry milk, dry milk protein"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,Sodium caseinate,fkg:Ingredient,,0.95,Sodium or Potassium or Calcium or Ammonium caseinate
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,Potassium caseinate,fkg:Ingredient,,0.95,Sodium or Potassium or Calcium or Ammonium caseinate
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,Calcium caseinate,fkg:Ingredient,,0.95,Sodium or Potassium or Calcium or Ammonium caseinate
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Creamed Cottage Cheese,fkg:Food,,fkg:hasIngredient,Ammonium caseinate,fkg:Ingredient,,0.95,Sodium or Potassium or Calcium or Ammonium caseinate
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,spices,fkg:Ingredient,,0.9,It may contain spices
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,condiments,fkg:Ingredient,,0.9,"It may contain spices, condiments"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,seasonings,fkg:Ingredient,,0.9,"condiments, seasonings and fruits pulp"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cottage Cheese,fkg:Food,,fkg:hasIngredient,fruits pulp,fkg:Ingredient,,0.9,seasonings and fruits pulp
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fflo:FoodCategory,,fflo:hasDefinition,"soft, unripened cheese obtained by coagulation of pasteurised milk and pasteurised cream with cultures of harmless lactic acid producing bacteria with or without the addition of suitable enzymes of non-animal origin or other suitable coagulating enzymes",xsd:string,,0.95,"Cream Cheese means soft, unripened cheese obtained by coagulation of pasteurised milk"
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fkg:Food,,fkg:hasIngredient,pasteurised milk,fkg:Ingredient,,0.95,coagulation of pasteurised milk and pasteurised cream
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fkg:Food,,fkg:hasIngredient,pasteurised cream,fkg:Ingredient,,0.95,coagulation of pasteurised milk and pasteurised cream
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fkg:Food,,fkg:hasIngredient,harmless lactic acid producing bacteria,fflo:Microorganism,,0.95,with cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.9,with or without the addition of suitable enzymes of non-animal origin
src_pdf_009_chunk_0073,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,73,Cream Cheese,fkg:Food,,fkg:hasIngredient,spices,fkg:Ingredient,,0.9,It may contain spices
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Provolone,fflo:Adulterant,,fflo:hasDefinition,"pasta filata cheese obtained by coagulating milk with cultures of harmless lactic acid producing bacteria, suitable enzymes of non-animal origin or other suitable coagulating enzymes",xsd:string,,0.95,‘Provolone’ means pasta filata cheese obtained by coagulating milk
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Provolone,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Provolone,fkg:Food,,fkg:hasIngredient,harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Provolone,fkg:Food,,fkg:hasIngredient,suitable enzymes of non-animal origin,fkg:Ingredient,,0.95,suitable enzymes of non-animal origin
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Provolone,fkg:Food,,fkg:hasIngredient,oil,fkg:Ingredient,,0.7,rind which may be covered with vegetable fat or oil
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Extra Hard Grating Cheese,fkg:Food,,fkg:hasIngredient,milk,fkg:Ingredient,,0.95,obtained by coagulating milk
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Extra Hard Grating Cheese,fkg:Food,,fkg:hasIngredient,harmless lactic acid producing bacteria,fkg:Ingredient,,0.95,cultures of harmless lactic acid producing bacteria
src_pdf_009_chunk_0077,src_pdf_009,markdown/chapter_2_1_dairy_products_and_analogues.md,pdf,77,Extra Hard Grating Cheese,fkg:Food,,fkg:hasIngredient,non-animal rennet,fkg:Ingredient,,0.95,non-animal rennet
